,rdkit_P_PC1,rdkit_P_PC2,rdkit_P_PC3,rdkit_P_PC4
0,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
1,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
2,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
3,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
4,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
5,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
6,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
7,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
8,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
9,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
10,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
11,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
12,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
13,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
14,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
15,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
16,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
17,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
18,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
19,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
20,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
21,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
22,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
23,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
24,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
25,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
26,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
27,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
28,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
29,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
30,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
31,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
32,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
33,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
34,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
35,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
36,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
37,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
38,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
39,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
40,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
41,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
42,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
43,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
44,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
45,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
46,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
47,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
48,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
49,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
50,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
51,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
52,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
53,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
54,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
55,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
56,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
57,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
58,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
59,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
60,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
61,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
62,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
63,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
64,1.611649050646782,6.002224546939777,-2.5061257443970075,-1.1934897514720433e-15
65,-4.386355530016176,1.315365453438556,4.58881163698435,8.396061623727746e-15
66,9.196096924751428,-3.2587137909994985,0.691110863716567,-1.6237011735142914e-15
67,-6.421390445382037,-4.058876209378829,-2.773796756303913,-5.6066262743570405e-15
